,run_name,factor_matrix,init,sim,rel_error_G,rel_error_C,ZU_weight,lambda_val,split,rank,job_id
92,SCoNE,H_G,15,0.36542643542530956,0.8134283353814348,0.693316831616904,0.75,10.0,train,3,20
93,SCoNE,U_G,15,0.8667175816629021,0.8134283353814348,0.693316831616904,0.75,10.0,train,3,20
94,SCoNE,H_C,15,0.6709483234045328,0.8134283353814348,0.693316831616904,0.75,10.0,train,3,20
95,SCoNE,U_C,15,0.922718014806176,0.8134283353814348,0.693316831616904,0.75,10.0,train,3,20
96,SCoNE,W_C,16,0.6584763522518338,0.8268763467638561,0.6941236110049082,0.75,10.0,train,3,20
97,SCoNE,W_G,16,0.696362141920564,0.8268763467638561,0.6941236110049082,0.75,10.0,train,3,20
98,SCoNE,H_G,16,0.5526117507902273,0.8268763467638561,0.6941236110049082,0.75,10.0,train,3,20
99,SCoNE,U_G,16,0.8565751367703405,0.8268763467638561,0.6941236110049082,0.75,10.0,train,3,20
100,SCoNE,H_C,16,0.5495600436109928,0.8268763467638561,0.6941236110049082,0.75,10.0,train,3,20
101,SCoNE,U_C,16,0.9287623664575081,0.8268763467638561,0.6941236110049082,0.75,10.0,train,3,20
102,SCoNE,W_C,17,0.6778480463312863,0.8101978467579364,0.6979274936250572,0.75,10.0,train,3,20
103,SCoNE,W_G,17,0.7475261880544072,0.8101978467579364,0.6979274936250572,0.75,10.0,train,3,20
104,SCoNE,H_G,17,0.5642035599683521,0.8101978467579364,0.6979274936250572,0.75,10.0,train,3,20
105,SCoNE,U_G,17,0.8753820463068464,0.8101978467579364,0.6979274936250572,0.75,10.0,train,3,20
106,SCoNE,H_C,17,0.5453088006259064,0.8101978467579364,0.6979274936250572,0.75,10.0,train,3,20
107,SCoNE,U_C,17,0.900943643126095,0.8101978467579364,0.6979274936250572,0.75,10.0,train,3,20
108,SCoNE,W_C,18,0.6409317199231268,0.8268877843077321,0.7007076018257147,0.75,10.0,train,3,20
109,SCoNE,W_G,18,0.7143383914313324,0.8268877843077321,0.7007076018257147,0.75,10.0,train,3,20
110,SCoNE,H_G,18,0.44535698687954506,0.8268877843077321,0.7007076018257147,0.75,10.0,train,3,20
111,SCoNE,U_G,18,0.8623516127450765,0.8268877843077321,0.7007076018257147,0.75,10.0,train,3,20
112,SCoNE,H_C,18,0.599301629636837,0.8268877843077321,0.7007076018257147,0.75,10.0,train,3,20
113,SCoNE,U_C,18,0.9263383300087343,0.8268877843077321,0.7007076018257147,0.75,10.0,train,3,20
114,SCoNE,W_C,19,0.5796820130199914,0.8210068441217552,0.7028563622940203,0.75,10.0,train,3,20
115,SCoNE,W_G,19,0.6442252396322428,0.8210068441217552,0.7028563622940203,0.75,10.0,train,3,20
116,SCoNE,H_G,19,0.3826623491365474,0.8210068441217552,0.7028563622940203,0.75,10.0,train,3,20
117,SCoNE,U_G,19,0.8377775500626597,0.8210068441217552,0.7028563622940203,0.75,10.0,train,3,20
118,SCoNE,H_C,19,0.508680500827603,0.8210068441217552,0.7028563622940203,0.75,10.0,train,3,20
119,SCoNE,U_C,19,0.9224990698280183,0.8210068441217552,0.7028563622940203,0.75,10.0,train,3,20
120,SCoNE,W_C,20,0.6713125296795109,0.8156598386027903,0.6906784857971752,0.75,10.0,train,3,20
121,SCoNE,W_G,20,0.6889327004050826,0.8156598386027903,0.6906784857971752,0.75,10.0,train,3,20
122,SCoNE,H_G,20,0.4206260863996841,0.8156598386027903,0.6906784857971752,0.75,10.0,train,3,20
123,SCoNE,U_G,20,0.8647104410927678,0.8156598386027903,0.6906784857971752,0.75,10.0,train,3,20
124,SCoNE,H_C,20,0.6837577349510089,0.8156598386027903,0.6906784857971752,0.75,10.0,train,3,20
125,SCoNE,U_C,20,0.9150143699555108,0.8156598386027903,0.6906784857971752,0.75,10.0,train,3,20
126,SCoNE,W_C,21,0.6759725288453365,0.8226750213547638,0.7015135622932482,0.75,10.0,train,3,20
127,SCoNE,W_G,21,0.7233365095616615,0.8226750213547638,0.7015135622932482,0.75,10.0,train,3,20
128,SCoNE,H_G,21,0.30631495590810337,0.8226750213547638,0.7015135622932482,0.75,10.0,train,3,20
129,SCoNE,U_G,21,0.8007534933814271,0.8226750213547638,0.7015135622932482,0.75,10.0,train,3,20
130,SCoNE,H_C,21,0.6989822553176398,0.8226750213547638,0.7015135622932482,0.75,10.0,train,3,20
131,SCoNE,U_C,21,0.9352330993862124,0.8226750213547638,0.7015135622932482,0.75,10.0,train,3,20
132,SCoNE,W_C,22,0.6448628756148833,0.8094947818807806,0.7089551108346046,0.75,10.0,train,3,20
133,SCoNE,W_G,22,0.7029022585198204,0.8094947818807806,0.7089551108346046,0.75,10.0,train,3,20
134,SCoNE,H_G,22,0.4468728049198925,0.8094947818807806,0.7089551108346046,0.75,10.0,train,3,20
135,SCoNE,U_G,22,0.8445433091123585,0.8094947818807806,0.7089551108346046,0.75,10.0,train,3,20
136,SCoNE,H_C,22,0.51346086303084,0.8094947818807806,0.7089551108346046,0.75,10.0,train,3,20
137,SCoNE,U_C,22,0.8849511318876703,0.8094947818807806,0.7089551108346046,0.75,10.0,train,3,20
138,SCoNE,W_C,23,0.6141008417153788,0.823846696561328,0.6947243743981133,0.75,10.0,train,3,20
139,SCoNE,W_G,23,0.6348677778566716,0.823846696561328,0.6947243743981133,0.75,10.0,train,3,20
140,SCoNE,H_G,23,0.3549718204012096,0.823846696561328,0.6947243743981133,0.75,10.0,train,3,20
141,SCoNE,U_G,23,0.8551180264953757,0.823846696561328,0.6947243743981133,0.75,10.0,train,3,20
142,SCoNE,H_C,23,0.5920736488481433,0.823846696561328,0.6947243743981133,0.75,10.0,train,3,20
143,SCoNE,U_C,23,0.9325136492829889,0.823846696561328,0.6947243743981133,0.75,10.0,train,3,20
144,SCoNE,W_C,24,0.5894608462614453,0.8110234705148331,0.704970713424262,0.75,10.0,train,3,20
145,SCoNE,W_G,24,0.6547737444687907,0.8110234705148331,0.704970713424262,0.75,10.0,train,3,20
146,SCoNE,H_G,24,0.4304469428030746,0.8110234705148331,0.704970713424262,0.75,10.0,train,3,20
147,SCoNE,U_G,24,0.8592972863240129,0.8110234705148331,0.704970713424262,0.75,10.0,train,3,20
148,SCoNE,H_C,24,0.6012490401754877,0.8110234705148331,0.704970713424262,0.75,10.0,train,3,20
149,SCoNE,U_C,24,0.9392205178212117,0.8110234705148331,0.704970713424262,0.75,10.0,train,3,20
150,SCoNE,W_C,25,0.5951577504861174,0.8234260669200515,0.6977562174469504,0.75,10.0,train,3,20
151,SCoNE,W_G,25,0.6430668110512731,0.8234260669200515,0.6977562174469504,0.75,10.0,train,3,20
152,SCoNE,H_G,25,0.41171830683480753,0.8234260669200515,0.6977562174469504,0.75,10.0,train,3,20
153,SCoNE,U_G,25,0.8764276509761596,0.8234260669200515,0.6977562174469504,0.75,10.0,train,3,20
154,SCoNE,H_C,25,0.41700847225483184,0.8234260669200515,0.6977562174469504,0.75,10.0,train,3,20
155,SCoNE,U_C,25,0.9095085925915417,0.8234260669200515,0.6977562174469504,0.75,10.0,train,3,20
156,SCoNE,W_C,26,0.6823561434977131,0.7887840817864209,0.7071090822566735,0.75,10.0,train,3,20
157,SCoNE,W_G,26,0.7505000613439425,0.7887840817864209,0.7071090822566735,0.75,10.0,train,3,20
158,SCoNE,H_G,26,0.5577868333095518,0.7887840817864209,0.7071090822566735,0.75,10.0,train,3,20
159,SCoNE,U_G,26,0.8827413549046502,0.7887840817864209,0.7071090822566735,0.75,10.0,train,3,20
160,SCoNE,H_C,26,0.5790592329809734,0.7887840817864209,0.7071090822566735,0.75,10.0,train,3,20
161,SCoNE,U_C,26,0.903483845153672,0.7887840817864209,0.7071090822566735,0.75,10.0,train,3,20
162,SCoNE,W_C,27,0.5246632198220454,0.8193560335210087,0.7044249379671507,0.75,10.0,train,3,20
163,SCoNE,W_G,27,0.5497060067988667,0.8193560335210087,0.7044249379671507,0.75,10.0,train,3,20
164,SCoNE,H_G,27,0.31855888045867753,0.8193560335210087,0.7044249379671507,0.75,10.0,train,3,20
165,SCoNE,U_G,27,0.8696902951549078,0.8193560335210087,0.7044249379671507,0.75,10.0,train,3,20
166,SCoNE,H_C,27,0.45797350349779303,0.8193560335210087,0.7044249379671507,0.75,10.0,train,3,20
167,SCoNE,U_C,27,0.9404098876302898,0.8193560335210087,0.7044249379671507,0.75,10.0,train,3,20
168,SCoNE,W_C,28,0.6640720319465373,0.8334125227572184,0.6903562465803145,0.75,10.0,train,3,20
169,SCoNE,W_G,28,0.6925978439594044,0.8334125227572184,0.6903562465803145,0.75,10.0,train,3,20
170,SCoNE,H_G,28,0.46801535806871025,0.8334125227572184,0.6903562465803145,0.75,10.0,train,3,20
171,SCoNE,U_G,28,0.8628505193872444,0.8334125227572184,0.6903562465803145,0.75,10.0,train,3,20
172,SCoNE,H_C,28,0.636279167165085,0.8334125227572184,0.6903562465803145,0.75,10.0,train,3,20
173,SCoNE,U_C,28,0.920729975343459,0.8334125227572184,0.6903562465803145,0.75,10.0,train,3,20
174,SCoNE,W_C,29,0.576649750074654,0.8342125286698204,0.7082500293605076,0.75,10.0,train,3,20
175,SCoNE,W_G,29,0.6561021031621825,0.8342125286698204,0.7082500293605076,0.75,10.0,train,3,20
176,SCoNE,H_G,29,0.22130427338562628,0.8342125286698204,0.7082500293605076,0.75,10.0,train,3,20
177,SCoNE,U_G,29,0.8264054953299989,0.8342125286698204,0.7082500293605076,0.75,10.0,train,3,20
178,SCoNE,H_C,29,0.5756632235430379,0.8342125286698204,0.7082500293605076,0.75,10.0,train,3,20
179,SCoNE,U_C,29,0.9157527609826444,0.8342125286698204,0.7082500293605076,0.75,10.0,train,3,20
180,SCoNE,W_C,30,0.5884177678152289,0.8041682354272354,0.7037476865800587,0.75,10.0,train,3,20
181,SCoNE,W_G,30,0.6391927112791972,0.8041682354272354,0.7037476865800587,0.75,10.0,train,3,20
182,SCoNE,H_G,30,0.48598405882722207,0.8041682354272354,0.7037476865800587,0.75,10.0,train,3,20
